VideoName,ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
00001.mp4,46,1350,B,2,2,1,690,305,552,654,699,404,5,X
00001.mp4,47,1366,A,2,1,2,800,323,795,403,531,636,6,B
00002.mp4,1,26,B,2,1,2,0,0,583,489,557,379,1,X
00002.mp4,2,37,B,2,1,2,573,311,597,480,559,378,1,X
00002.mp4,3,55,A,2,1,2,0,0,557,385,576,497,9,X
00002.mp4,4,80,B,2,1,2,1228,272,622,454,645,380,8,X
00002.mp4,5,136,A,2,2,1,532,261,540,357,533,478,5,B
00003.mp4,1,11,B,2,1,2,0,0,599,523,674,330,1,X
00003.mp4,2,33,A,2,2,2,0,0,681,345,586,535,6,X
00003.mp4,3,56,B,2,2,2,716,326,696,487,719,336,6,X
00003.mp4,4,95,A,2,2,1,503,191,545,281,543,526,5,X
00003.mp4,5,109,B,2,1,2,517,230,475,550,539,281,6,X
00003.mp4,6,135,A,2,2,2,667,245,641,322,566,559,6,X
00003.mp4,7,173,B,2,2,1,863,348,876,612,702,330,7,X
00003.mp4,8,211,A,2,2,1,515,156,523,295,594,550,7,X
00003.mp4,9,243,B,1,2,1,468,290,425,564,575,307,5,X
00003.mp4,10,261,A,2,2,2,0,0,554,312,376,630,6,B
00004.mp4,1,0,B,2,1,2,0,0,592,505,689,343,1,X
00004.mp4,2,20,A,2,2,2,683,233,682,372,702,518,6,X
00004.mp4,3,55,B,2,2,1,513,310,481,589,611,324,5,X
00004.mp4,4,68,A,2,2,2,522,237,507,318,563,639,6,X
00004.mp4,5,111,A,2,1,1,812,195,791,334,765,527,4,X
00004.mp4,6,131,B,2,2,2,876,396,847,521,757,334,6,X
00004.mp4,7,157,A,2,1,2,794,291,783,359,762,526,8,X
00004.mp4,8,214,A,2,1,2,443,276,525,310,467,576,6,B
00005.mp4,1,14,A,2,1,2,0,0,615,435,684,590,1,X
00005.mp4,2,35,B,2,1,2,0,0,631,570,621,430,6,X
00005.mp4,3,59,A,2,2,2,0,0,598,459,600,568,8,X
00005.mp4,4,135,A,2,2,1,512,210,509,388,547,579,5,X
00005.mp4,5,157,B,2,2,2,791,408,787,578,631,402,6,X
00005.mp4,6,200,B,2,1,2,408,456,636,561,470,462,8,B
00006.mp4,1,42,B,2,1,2,0,0,602,528,566,323,1,X
00006.mp4,2,66,A,2,2,2,528,265,540,340,576,527,8,X
00006.mp4,3,96,B,2,1,2,862,486,814,596,688,318,6,X
00006.mp4,4,139,A,2,2,2,771,291,700,331,710,527,6,X
00006.mp4,5,160,A,2,2,2,0,0,664,331,721,484,8,A
00007.mp4,1,15,A,2,1,2,0,0,614,353,479,523,1,X
00007.mp4,2,43,A,2,2,2,502,291,535,342,488,504,6,X
00007.mp4,3,68,B,2,2,2,606,326,527,549,574,332,6,X
00007.mp4,4,99,B,2,2,1,636,269,699,545,611,335,6,X
00007.mp4,5,128,A,2,2,1,747,135,758,301,730,536,5,X
00007.mp4,6,182,A,2,2,2,508,285,492,363,555,546,6,X
00007.mp4,7,192,B,2,1,2,486,273,521,516,503,362,8,X
00007.mp4,8,248,A,2,2,1,643,223,680,256,570,548,5,X
00007.mp4,9,267,B,2,1,2,0,0,523,555,689,281,6,X
00007.mp4,10,290,A,2,1,2,0,0,644,315,514,500,1,A
00008.mp4,1,18,A,2,1,2,0,0,633,377,450,499,1,X
00008.mp4,2,39,B,2,2,2,555,342,576,470,602,375,8,X
00008.mp4,3,64,A,2,1,2,0,0,516,387,503,484,6,X
00008.mp4,4,86,B,2,1,2,452,353,445,446,558,386,6,X
00008.mp4,5,147,B,2,2,2,770,337,820,472,700,367,6,X
00008.mp4,6,194,A,2,2,2,0,0,470,390,614,484,7,B
00009.mp4,1,11,A,2,2,2,631,395,629,450,561,634,2,X
00009.mp4,2,49,B,2,2,2,503,26,516,656,618,442,2,X
00009.mp4,3,77,B,2,2,1,0,0,430,678,607,425,3,X
00009.mp4,4,100,A,2,2,2,481,357,474,437,499,639,6,X
00009.mp4,5,128,B,2,1,2,473,457,475,574,533,448,8,X
00009.mp4,6,199,A,2,2,2,466,423,502,389,553,599,5,X
00009.mp4,7,208,B,2,1,2,460,360,501,601,519,395,6,X
00009.mp4,8,242,A,2,2,1,568,280,575,399,545,600,7,X
00009.mp4,9,267,B,2,2,2,806,503,751,587,639,400,6,X
00009.mp4,10,306,A,2,2,1,748,216,723,380,715,588,3,X
00009.mp4,11,342,B,2,2,2,456,497,467,639,653,411,7,X
00009.mp4,12,372,A,2,1,2,767,378,765,444,647,614,6,X
00009.mp4,13,401,B,2,2,2,786,445,767,578,727,437,8,X
00009.mp4,14,471,B,2,1,2,401,575,497,591,709,398,6,A
00010.mp4,1,23,B,2,1,2,598,340,577,494,686,377,1,X
00010.mp4,2,43,A,2,2,2,1108,206,732,381,692,493,9,X
00010.mp4,3,70,B,2,2,2,703,340,709,449,706,379,8,X
00010.mp4,4,97,A,2,1,2,780,306,794,398,730,459,8,X
00010.mp4,5,177,A,2,2,1,587,231,578,349,556,507,5,X
00010.mp4,6,200,A,2,1,2,0,0,597,364,663,486,8,X
00010.mp4,7,228,A,2,1,2,1123,423,738,384,817,467,8,X
00010.mp4,8,259,B,2,1,1,770,308,800,441,707,374,1,X
00010.mp4,9,309,A,2,1,2,1132,277,664,371,753,452,8,X
00010.mp4,10,332,B,2,1,2,0,0,0,0,629,462,8,A
00011.mp4,1,26,B,2,1,2,0,0,594,551,560,348,6,X
00011.mp4,2,65,B,2,1,2,435,433,445,590,567,348,4,X
00011.mp4,3,88,A,2,2,2,520,293,560,380,515,581,6,X
00011.mp4,4,134,B,2,1,1,445,460,470,634,550,355,7,X
00011.mp4,5,177,B,2,1,2,444,484,447,585,501,312,6,X
00011.mp4,6,202,A,2,2,2,512,253,510,366,535,583,6,A
00012.mp4,1,2,A,2,1,2,0,0,624,329,523,529,1,X
00012.mp4,2,23,B,2,2,2,616,355,596,501,622,326,6,X
00012.mp4,3,44,A,2,2,2,0,0,587,345,548,498,8,X
00012.mp4,4,89,A,2,2,2,647,201,667,321,562,592,1,X
00012.mp4,5,95,A,2,2,2,0,0,633,308,466,589,5,X
00012.mp4,6,141,B,2,1,2,485,377,480,543,678,286,6,X
00012.mp4,7,192,B,2,1,2,461,263,462,519,553,318,8,X
00012.mp4,8,251,B,2,2,1,785,251,794,543,711,301,5,X
00012.mp4,9,275,A,2,2,1,0,0,605,311,714,567,5,A
00013.mp4,1,11,A,2,1,2,0,0,610,334,674,524,1,X
00013.mp4,2,30,B,2,2,2,691,330,662,494,681,327,6,X
00013.mp4,3,57,A,2,2,2,466,355,511,356,553,531,8,B
00014.mp4,1,0,A,2,1,2,610,316,620,439,569,600,1,X
00014.mp4,2,30,B,2,1,2,0,0,479,635,631,437,1,X
00014.mp4,3,49,B,2,2,1,0,0,411,656,600,424,3,X
00014.mp4,4,74,B,2,2,1,448,363,474,658,595,422,5,X
00014.mp4,5,119,B,2,1,2,436,452,469,585,564,426,6,X
00014.mp4,6,152,A,2,2,1,721,227,722,399,675,583,5,X
00014.mp4,7,165,B,2,2,1,798,455,782,600,734,408,6,X
00014.mp4,8,211,B,2,2,2,0,0,623,581,622,426,6,X
00014.mp4,9,259,A,2,2,1,533,228,536,386,571,583,5,X
00014.mp4,10,280,B,2,2,2,358,587,416,594,545,407,6,X
00014.mp4,11,297,A,2,2,2,340,620,575,431,448,588,6,B
00015.mp4,1,8,B,2,1,2,0,0,608,483,563,379,1,X
00015.mp4,2,32,B,2,2,2,582,308,588,493,574,382,6,X
00015.mp4,3,101,B,2,2,2,776,387,788,482,687,375,6,X
00015.mp4,4,138,A,2,2,1,747,276,750,358,766,481,7,X
00015.mp4,5,163,B,2,1,2,506,388,507,480,678,360,8,X
00015.mp4,6,196,A,2,2,2,0,0,527,391,496,475,8,X
00015.mp4,7,256,B,2,2,1,578,296,456,525,575,367,5,X
00015.mp4,8,286,B,2,1,2,1193,312,573,456,665,370,6,X
00015.mp4,9,321,B,2,2,2,956,295,819,453,637,371,6,X
00015.mp4,10,340,B,2,1,2,0,0,867,445,606,375,1,A
00016.mp4,1,36,B,2,1,2,0,0,590,586,683,434,1,X
00016.mp4,2,64,A,2,2,2,703,366,695,448,666,597,6,X
00016.mp4,3,117,B,2,2,1,567,461,610,593,592,433,8,X
00016.mp4,4,133,B,2,2,2,558,666,570,631,579,430,6,X
00016.mp4,5,157,A,2,2,2,577,685,580,432,556,674,2,A
00017.mp4,1,29,A,2,1,2,663,272,671,338,684,521,1,X
00017.mp4,2,53,B,2,1,2,660,303,693,488,635,333,6,X
00017.mp4,3,65,A,2,2,2,0,0,618,321,648,484,6,X
00017.mp4,4,103,B,2,2,1,756,317,753,596,699,309,5,X
00017.mp4,5,140,B,2,2,2,791,355,765,515,729,317,6,X
00017.mp4,6,165,A,2,1,2,805,307,778,367,760,505,8,X
00017.mp4,7,188,B,2,2,2,821,323,812,501,755,352,6,X
00017.mp4,8,195,B,2,2,2,817,316,809,485,750,354,6,X
00017.mp4,9,238,A,1,2,1,769,150,730,275,751,534,5,X
00017.mp4,10,276,A,2,1,2,0,0,676,344,616,525,6,X
00017.mp4,11,314,B,2,1,1,487,290,465,598,584,317,7,X
00017.mp4,12,349,A,2,1,1,578,155,572,303,542,525,7,X
00017.mp4,13,369,B,2,2,1,762,301,744,504,651,293,6,X
00017.mp4,14,393,A,2,2,2,553,322,574,346,642,499,6,X
00017.mp4,15,433,A,2,1,2,786,252,760,317,833,620,6,X
00017.mp4,16,466,A,2,2,2,598,270,631,307,741,462,6,X
00017.mp4,17,496,B,2,2,1,0,0,650,439,534,301,6,A
00018.mp4,1,33,B,2,1,2,1067,291,679,492,608,377,1,X
00018.mp4,2,57,A,2,1,2,1033,213,606,386,640,498,8,X
00018.mp4,3,77,B,2,2,2,956,200,598,522,625,381,6,B
00019.mp4,1,35,B,2,1,2,0,0,603,523,683,333,1,X
00019.mp4,2,51,A,2,1,2,0,0,683,341,595,534,1,X
00019.mp4,3,87,B,1,2,1,0,0,487,563,585,311,5,X
00019.mp4,4,128,B,2,2,2,775,366,739,529,742,325,6,X
00019.mp4,5,151,A,2,1,2,780,280,765,361,728,508,8,X
00019.mp4,6,174,B,2,1,2,557,356,574,486,651,340,8,X
00019.mp4,7,192,A,2,1,2,0,0,645,322,552,475,8,X
00019.mp4,8,212,A,2,1,1,0,0,693,291,587,508,3,X
00019.mp4,9,246,B,2,2,2,840,481,811,565,734,290,6,X
00019.mp4,10,285,A,2,2,1,842,288,809,330,826,555,6,A
00020.mp4,1,0,A,2,1,2,658,267,662,345,683,522,1,X
00020.mp4,2,22,B,2,2,2,0,0,649,503,600,341,6,X
00020.mp4,3,73,B,2,2,1,747,320,672,579,726,332,7,X
00020.mp4,4,120,B,2,1,2,698,287,720,528,667,331,6,X
00020.mp4,5,136,A,2,1,2,746,285,737,349,712,524,8,X
00020.mp4,6,174,B,2,2,1,540,285,496,565,606,321,5,X
00020.mp4,7,196,A,2,2,2,0,0,576,310,465,604,6,X
00020.mp4,8,213,B,2,2,2,743,370,732,547,692,315,6,X
00020.mp4,9,230,A,2,1,1,785,201,780,336,732,526,6,X
00020.mp4,10,250,B,2,1,2,797,317,797,524,754,338,6,X
00020.mp4,11,282,A,1,2,1,808,228,795,286,762,537,5,X
00020.mp4,12,321,A,2,2,2,0,0,695,352,648,545,6,X
00020.mp4,13,341,B,2,1,2,575,318,587,511,637,338,6,X
00020.mp4,14,370,A,2,1,2,666,241,641,368,669,509,8,X
00020.mp4,15,405,B,2,2,1,565,300,598,585,598,325,5,X
00020.mp4,16,458,B,2,2,2,745,346,749,503,719,343,6,X
00020.mp4,17,489,A,2,1,2,735,211,743,359,753,469,8,X
00020.mp4,18,516,A,2,1,2,0,0,638,359,595,532,6,X
00020.mp4,19,541,B,2,2,1,583,168,556,600,600,325,5,X
00020.mp4,20,593,A,2,1,2,0,0,777,284,638,546,1,A
00021.mp4,1,6,B,2,2,2,0,0,606,509,670,292,1,X
00021.mp4,2,31,A,2,2,2,765,265,741,321,698,515,6,X
00021.mp4,3,75,A,2,2,2,708,253,688,282,706,566,6,X
00021.mp4,4,90,A,2,2,2,711,300,680,267,709,505,6,B
00022.mp4,1,0,A,2,2,2,686,253,678,291,616,510,1,X
00022.mp4,2,22,B,2,1,2,597,311,619,477,615,290,1,X
00022.mp4,3,48,A,2,1,2,621,228,632,334,597,458,8,X
00022.mp4,4,89,B,1,2,1,751,301,707,565,682,286,5,A
00023.mp4,1,16,B,2,1,2,0,0,606,510,556,328,1,X
00023.mp4,2,70,B,2,1,2,485,405,481,533,589,295,6,X
00023.mp4,3,96,A,2,2,2,507,316,534,349,513,523,8,X
00023.mp4,4,146,A,2,1,1,0,0,589,322,498,455,1,X
00023.mp4,5,193,A,2,2,1,698,223,728,260,726,516,7,A
00024.mp4,1,31,B,2,1,2,0,0,597,582,532,436,1,X
00024.mp4,2,54,A,2,2,2,0,0,527,460,565,587,6,X
00024.mp4,3,92,B,1,2,1,506,382,460,657,569,423,3,X
00024.mp4,4,107,A,2,2,2,488,381,482,423,466,668,6,X
00024.mp4,5,129,B,2,2,2,706,406,678,602,657,425,6,X
00024.mp4,6,138,B,2,2,2,756,515,734,589,684,422,8,X
00024.mp4,7,202,B,2,1,2,402,642,480,617,697,411,6,X
00024.mp4,8,208,A,2,1,1,397,652,665,414,477,611,5,A
00025.mp4,1,2,A,2,1,2,0,0,628,328,532,519,1,X
00025.mp4,2,39,A,2,1,2,0,0,619,331,530,524,1,X
00025.mp4,3,59,B,2,2,2,585,327,597,495,619,332,6,X
00025.mp4,4,82,A,2,2,2,557,312,581,349,570,503,8,X
00025.mp4,5,151,B,2,2,2,820,431,801,539,682,323,8,X
00025.mp4,6,175,A,2,2,2,767,278,771,370,772,515,8,X
00025.mp4,7,196,B,2,1,2,825,381,824,528,756,352,8,X
00025.mp4,8,213,A,2,2,2,0,0,665,348,729,502,6,X
00025.mp4,9,243,A,2,1,2,732,418,679,356,716,526,6,X
00025.mp4,10,283,A,2,2,1,791,211,776,274,744,543,5,X
00025.mp4,11,294,B,2,1,2,864,471,843,557,797,287,6,A
00026.mp4,1,32,B,2,2,2,632,366,613,528,600,353,6,X
00026.mp4,2,57,A,2,2,2,0,0,586,380,560,552,6,X
00026.mp4,3,65,A,2,2,2,646,313,668,381,700,545,6,X
00026.mp4,4,80,B,2,2,2,0,0,607,526,604,361,6,X
00026.mp4,5,136,B,2,1,2,473,460,503,583,517,304,6,A
00027.mp4,1,26,B,2,1,2,0,0,593,481,672,376,1,X
00027.mp4,2,51,B,2,1,2,0,0,604,480,666,374,1,X
00027.mp4,3,69,A,2,1,2,0,0,666,377,616,486,6,X
00027.mp4,4,96,B,2,1,2,773,353,756,451,699,378,8,X
00027.mp4,5,211,A,2,2,2,684,316,718,365,707,484,6,X
00027.mp4,6,240,B,2,2,2,513,395,514,446,626,373,6,X
00027.mp4,7,299,A,2,1,2,0,0,619,356,595,488,1,X
00027.mp4,8,335,A,2,2,2,0,0,621,355,602,509,7,B
00028.mp4,1,12,B,2,1,2,602,345,617,542,601,348,1,X
00028.mp4,2,31,A,2,2,2,0,0,549,373,599,541,8,X
00028.mp4,3,56,B,2,1,2,500,352,512,502,558,361,8,X
00028.mp4,4,74,A,2,1,2,0,0,574,343,500,488,6,X
00028.mp4,5,90,A,2,1,1,0,0,662,324,561,506,3,X
00028.mp4,6,141,A,1,2,1,781,171,791,326,784,584,6,X
00028.mp4,7,160,B,2,1,2,503,512,528,550,715,348,6,A
00029.mp4,1,9,A,2,1,2,652,253,687,344,588,531,1,X
00029.mp4,2,15,A,2,1,2,0,0,610,344,521,517,1,X
00029.mp4,3,52,A,2,1,2,0,0,552,319,540,476,6,X
00029.mp4,4,74,A,2,2,2,0,0,589,315,588,483,8,A
00030.mp4,1,5,A,2,1,2,0,0,622,347,520,544,1,X
00030.mp4,2,15,A,2,1,2,0,0,616,347,513,543,1,X
00030.mp4,3,29,B,2,2,2,590,316,589,513,606,344,6,X
00030.mp4,4,75,B,1,2,1,493,325,488,549,553,324,5,X
00030.mp4,5,117,A,2,2,2,511,311,555,335,504,508,6,X
00030.mp4,6,136,B,2,2,2,500,342,536,506,520,367,8,B
00031.mp4,1,15,B,2,2,2,578,330,594,508,614,339,6,X
00031.mp4,2,42,A,2,2,2,576,242,619,371,568,505,8,X
00031.mp4,3,73,B,2,2,1,820,292,804,550,704,331,5,X
00031.mp4,4,105,B,2,2,2,848,346,838,565,722,312,6,X
00031.mp4,5,138,B,2,2,2,821,310,824,523,745,330,6,X
00031.mp4,6,160,A,2,1,1,810,198,810,324,780,522,6,X
00031.mp4,7,180,B,2,2,2,857,380,854,520,758,326,6,X
00031.mp4,8,202,A,2,1,2,808,295,797,358,777,513,8,X
00031.mp4,9,235,B,2,1,1,877,328,844,571,753,323,5,X
00031.mp4,10,265,A,2,1,2,762,255,742,312,753,556,7,X
00031.mp4,11,289,B,2,1,2,0,0,822,534,688,301,8,A
00032.mp4,1,19,B,2,2,2,0,0,629,552,536,391,2,X
00032.mp4,2,58,A,2,2,1,0,0,560,365,580,571,6,X
00032.mp4,3,75,A,2,2,1,0,0,575,359,594,589,7,X
00032.mp4,4,121,B,2,2,1,777,386,722,649,702,394,7,X
00032.mp4,5,145,A,2,2,2,550,358,550,419,620,610,6,X
00032.mp4,6,181,B,2,2,1,466,372,442,633,574,401,3,X
00032.mp4,7,209,A,2,2,1,0,0,491,387,505,616,7,X
00032.mp4,8,222,A,2,2,1,530,153,519,349,541,591,7,X
00032.mp4,9,251,B,2,2,2,961,552,804,574,579,379,8,X
00032.mp4,10,265,B,2,2,2,0,0,752,581,579,386,5,A
00033.mp4,1,50,A,2,1,2,631,251,624,327,589,534,1,X
00033.mp4,2,70,B,2,1,2,553,375,535,502,629,325,6,X
00033.mp4,3,117,B,2,1,2,452,382,439,546,552,291,6,X
00033.mp4,4,135,A,2,2,2,532,218,536,328,506,537,6,X
00033.mp4,5,158,B,2,2,2,566,378,575,535,566,344,6,A
00034.mp4,1,31,B,2,1,2,622,377,623,526,581,326,1,X
00034.mp4,2,57,A,2,2,2,531,245,534,345,566,528,1,X
00034.mp4,3,82,B,2,1,2,505,350,522,482,573,339,8,X
00034.mp4,4,138,B,2,2,2,842,403,826,537,810,280,6,X
00034.mp4,5,168,A,2,1,2,781,271,783,342,758,531,6,X
00034.mp4,6,209,B,2,2,2,923,443,855,608,729,319,6,X
00034.mp4,7,225,B,2,2,2,931,597,907,627,720,319,8,A
00035.mp4,1,7,B,2,1,2,602,365,599,530,610,339,1,X
00035.mp4,2,27,A,2,2,2,508,278,531,366,584,539,6,X
00035.mp4,3,33,A,2,2,2,491,271,544,367,550,544,6,X
00035.mp4,4,51,B,2,1,2,470,400,494,535,567,335,8,X
00035.mp4,5,76,A,2,2,2,500,276,527,360,515,541,6,X
00035.mp4,6,103,B,2,1,2,437,370,465,516,571,336,8,X
00035.mp4,7,140,A,2,2,1,478,162,498,290,512,535,7,X
00035.mp4,8,182,A,2,1,2,742,268,748,352,663,529,6,X
00035.mp4,9,207,B,2,1,2,502,402,499,509,618,344,8,X
00035.mp4,10,274,B,2,2,2,376,598,566,548,646,304,5,A
00036.mp4,1,9,A,2,1,2,0,0,612,332,673,530,1,X
00036.mp4,2,31,B,2,2,2,625,317,651,496,620,324,8,X
00036.mp4,3,67,B,2,1,2,0,0,499,491,588,335,8,A
00037.mp4,1,14,A,2,2,2,0,0,586,450,681,624,2,X
00037.mp4,2,80,B,2,2,1,763,417,769,671,681,424,3,X
00037.mp4,3,112,A,2,2,1,740,220,755,404,712,615,3,X
00037.mp4,4,134,A,2,2,2,407,587,702,389,566,599,6,X
00037.mp4,5,168,A,2,2,2,370,615,713,413,638,593,6,B
00038.mp4,1,17,A,2,2,2,0,0,593,451,683,626,2,X
00038.mp4,2,85,B,2,2,1,783,402,789,670,692,421,3,X
00038.mp4,3,128,A,2,2,1,850,370,833,389,759,633,3,X
00038.mp4,4,148,A,2,2,1,0,0,854,374,669,628,3,A
00039.mp4,1,10,B,2,1,2,0,0,599,584,682,434,1,X
00039.mp4,2,23,A,2,1,2,0,0,681,435,590,580,8,X
00039.mp4,3,34,A,2,1,2,651,302,660,449,668,578,6,X
00039.mp4,4,71,B,1,2,1,402,360,408,628,587,426,3,X
00039.mp4,5,102,A,2,1,2,805,416,777,446,598,605,6,X
00039.mp4,6,133,B,2,2,1,807,338,808,599,720,429,3,X
00039.mp4,7,170,A,2,2,2,816,397,781,421,767,578,6,X
00039.mp4,8,192,B,2,1,2,0,0,670,558,770,420,6,B
00040.mp4,1,9,B,2,1,2,607,340,601,505,622,341,1,X
00040.mp4,2,30,A,2,2,2,556,210,534,354,586,528,6,X
00040.mp4,3,86,A,2,2,2,496,227,484,326,522,615,6,X
00040.mp4,4,113,B,2,2,2,776,405,787,536,663,323,6,X
00040.mp4,5,141,A,2,1,2,773,298,786,379,748,514,8,X
00040.mp4,6,219,A,2,2,2,0,0,691,289,608,533,1,X
00040.mp4,7,246,A,2,2,2,658,246,701,266,648,568,1,X
00040.mp4,8,256,A,2,1,1,660,255,697,263,639,572,5,A
00041.mp4,1,32,A,2,2,2,0,0,580,339,577,532,6,X
00041.mp4,2,56,B,2,2,2,736,371,716,503,674,332,6,X
00041.mp4,3,77,A,2,2,2,0,0,649,309,617,514,7,X
00041.mp4,4,104,B,2,2,2,0,0,636,535,658,317,6,A
00042.mp4,1,22,B,2,1,2,0,0,597,524,674,333,1,X
00042.mp4,2,41,A,2,2,2,0,0,672,344,596,535,6,X
00042.mp4,3,64,B,2,2,2,657,343,661,512,630,338,6,X
00042.mp4,4,119,B,2,1,2,438,418,470,537,563,284,6,X
00042.mp4,5,146,A,2,2,2,509,271,510,341,518,528,8,X
00042.mp4,6,177,B,2,2,2,739,324,741,485,685,338,6,X
00042.mp4,7,217,A,2,2,1,510,170,528,302,555,516,7,X
00042.mp4,8,244,B,2,2,2,756,290,746,504,642,300,6,X
00042.mp4,9,284,B,2,2,1,635,263,653,546,600,319,5,X
00042.mp4,10,337,B,2,2,2,778,301,752,477,741,348,6,X
00042.mp4,11,387,A,2,1,2,731,158,705,279,697,524,3,B
00043.mp4,1,9,A,2,1,2,676,346,687,410,577,578,1,X
00043.mp4,2,33,B,2,2,2,601,356,578,560,619,409,6,X
00043.mp4,3,64,A,2,1,2,809,345,821,421,630,564,8,X
00043.mp4,4,101,B,2,2,1,442,376,440,631,594,401,7,X
00043.mp4,5,140,B,2,2,2,463,353,437,576,508,396,6,X
00043.mp4,6,197,A,2,2,2,372,647,515,409,383,617,3,X
00043.mp4,7,218,B,2,2,2,383,680,369,639,548,410,8,A
00044.mp4,1,28,A,2,2,2,611,352,625,413,581,595,2,X
00044.mp4,2,58,B,2,2,1,0,0,448,648,620,401,2,X
00044.mp4,3,70,B,2,2,1,0,0,422,661,612,398,3,X
00044.mp4,4,125,A,2,2,1,522,183,523,346,517,595,7,X
00044.mp4,5,137,A,2,2,1,730,351,507,363,653,593,7,B
00045.mp4,1,0,B,2,1,2,0,0,601,512,554,343,1,X
00045.mp4,2,19,A,2,2,1,517,108,519,317,551,526,5,X
00045.mp4,3,57,A,2,2,1,727,202,704,341,603,546,6,X
00045.mp4,4,79,B,2,2,2,778,345,784,525,732,340,6,X
00045.mp4,5,109,A,2,1,2,786,310,785,367,735,516,8,X
00045.mp4,6,146,B,2,2,1,482,307,441,581,596,322,5,X
00045.mp4,7,199,B,2,2,2,793,337,770,493,729,336,6,X
00045.mp4,8,224,A,2,1,2,797,306,782,374,765,482,8,X
00045.mp4,9,259,B,2,2,1,545,300,491,558,611,321,5,X
00045.mp4,10,285,A,2,1,2,766,291,766,338,629,564,6,X
00045.mp4,11,307,B,2,2,2,758,348,742,504,730,329,6,X
00045.mp4,12,337,A,2,1,2,791,295,788,375,755,494,8,X
00045.mp4,13,385,B,2,2,1,491,330,552,608,592,324,5,X
00045.mp4,14,459,A,2,1,2,667,223,659,357,689,521,8,X
00045.mp4,15,502,A,2,1,2,792,212,799,323,818,579,6,X
00045.mp4,16,530,B,2,1,2,405,467,452,521,625,318,8,X
00045.mp4,17,558,B,2,2,1,0,0,379,529,531,328,6,A
00046.mp4,1,37,A,2,2,2,578,323,575,410,711,595,2,X
00046.mp4,2,71,B,2,2,1,0,0,706,660,585,409,3,X
